Cell_ID,X,Y,TACIT,Group.x,UMAP1,UMAP2
S5P2_43861,5492.4,28160.3,Others,S5P1_2,-7.097691643,-0.248137033
S5P2_43862,5803.5,28157.3,Fibroblast,S5P1_2,-4.731170762,5.246900165
S5P2_43863,5638.5,28157.3,Fibroblast,S5P1_2,-5.154519189,1.631890499
S5P2_43864,5787.1,28157.4,VEC,S5P1_2,-5.332440961,5.682426536
S5P2_43865,5963.7,28152,Others,S5P1_2,-6.606601346,-0.998627401
S5P2_43866,5196.8,28154.7,Others,S5P1_2,-8.435872662,-3.186209834
S5P2_43867,5391.5,28155.3,Others,S5P1_2,-6.879460919,-1.204350746
S5P2_43868,5500.5,28158,Fibroblast,S5P1_2,-5.682756531,0.766497635
S5P2_43869,5918.5,28156.7,Others,S5P1_2,-6.985837567,0.15526905
S5P2_43870,5320.4,28159.4,Others,S5P1_2,-7.298871625,-0.975021101
S5P2_43871,5181.8,28161.1,Others,S5P1_2,-7.201094258,-0.658177293
S5P2_43872,5605,28160.1,Others,S5P1_2,-7.626871217,-1.489891923
S5P2_43873,5562.5,28163,Fibroblast,S5P1_2,-5.849765408,1.293241584
S5P2_43874,5904.4,28162.8,Others,S5P1_2,-7.373798001,-0.4171978
S5P2_43875,5336.1,28158.7,Others,S5P1_2,-7.335956681,-0.890307463
S5P2_43876,5531.6,28159.1,Fibroblast,S5P1_2,-5.289149392,5.585137927
S5P2_43877,5726.4,28159,VEC,S5P1_2,-5.137159455,4.556770408
S5P2_43878,6071.8,28169.1,Others,S5P1_2,-6.899556744,-1.974854982
S5P2_43879,5971.1,28160.6,Fibroblast,S5P1_2,-4.970821488,6.048501574
S5P2_43880,6100.5,28160,Others,S5P1_2,-6.548043835,-2.854320682
S5P2_43881,6008.5,28159.1,VEC,S5P1_2,-6.216417897,2.126970613
S5P2_43882,6082.5,28161.4,Others,S5P1_2,-6.424410451,-2.520994342
S5P2_43883,5508.3,28165.2,Fibroblast,S5P1_2,-7.104000676,-0.323586321
S5P2_43884,5666.8,28158.5,Others,S5P1_2,-7.027492154,0.233241492
S5P2_43885,5987.2,28163.2,Fibroblast,S5P1_2,-4.533238518,4.823347175
S5P2_43886,5206.1,28168.2,Others,S5P1_2,-6.925252545,-1.526634491
S5P2_43887,5690.6,28160.4,Others,S5P1_2,7.486651313,-0.904492295
S5P2_43888,6031.8,28161.9,Others,S5P1_2,-6.201926339,-2.69644872
S5P2_43889,6047.1,28169.2,Others,S5P1_2,-6.430843461,-2.604390777
S5P2_43890,5344.7,28163.9,Others,S5P1_2,-8.224711049,-2.238924659
S5P2_43891,5710.4,28163.9,Fibroblast,S5P1_2,-4.529882539,2.528708541
S5P2_43892,5360,28163.9,Others,S5P1_2,-7.688895333,-1.161163247
S5P2_43893,5678.2,28166.9,Acini,S5P1_2,7.215615165,-0.439239032
S5P2_43894,5536.3,28177.1,Others,S5P1_2,-6.794060815,0.850697541
S5P2_43895,5913.8,28166.7,Fibroblast,S5P1_2,-5.898204911,2.482577407
S5P2_43896,6118.7,28164.8,Others,S5P1_2,-7.606326211,-2.425210155
S5P2_43897,5741.4,28167,Acini,S5P1_2,6.854899299,-0.109860822
S5P2_43898,5846,28163.1,Fibroblast,S5P1_2,-4.991028893,7.263742053
S5P2_43899,5335.3,28171.4,Others,S5P1_2,-7.69895469,-1.727343953
S5P2_43900,5960.2,28172.1,VEC,S5P1_2,-4.969096768,5.412929141
S5P2_43901,5801.9,28168.5,Fibroblast,S5P1_2,-5.011417973,5.10260781
S5P2_43902,5981.7,28171.8,Fibroblast,S5P1_2,-4.983587373,5.432498538
S5P2_43903,5999.9,28174,Acini,S5P1_2,6.321133506,-2.916171945
S5P2_43904,5658.1,28167.5,Others,S5P1_2,-7.057489026,0.323588335
S5P2_43905,5630.7,28171,VEC,S5P1_2,-5.265426743,5.524051272
S5P2_43906,5751.1,28168.4,Acini,S5P1_2,7.457224262,-0.740733898
S5P2_43907,6080.6,28168.1,Others,S5P1_2,-5.790972817,-2.190263665
S5P2_43908,6109.6,28168.6,Others,S5P1_2,-5.087920773,-2.964876092
S5P2_43909,5351.2,28169.9,Others,S5P1_2,-6.711893189,-0.863820887
S5P2_43910,5389.1,28170.6,Others,S5P1_2,-5.850974667,-2.519064343
S5P2_43911,5651.5,28170.3,Fibroblast,S5P1_2,-4.840712178,1.579905712
S5P2_43912,5889,28167.7,Fibroblast,S5P1_2,-4.892758954,7.451360785
S5P2_43913,5974.3,28175.8,VEC,S5P1_2,-4.936289418,5.434986197
S5P2_43914,5823.9,28166.7,Myofibroblast,S5P1_2,-4.607208836,7.35843476
S5P2_43915,6139.8,28169.2,Others,S5P1_2,-6.502608884,-2.77106849
S5P2_43916,5319,28174.8,Others,S5P1_2,-8.251347172,-2.053378976
S5P2_43917,5621.3,28169.7,Others,S5P1_2,-6.314892876,1.474398577
S5P2_43918,5641.5,28169.1,Fibroblast,S5P1_2,-6.179994214,0.310950034
S5P2_43919,5853.3,28169.1,Fibroblast,S5P1_2,-4.934964764,7.311916434
S5P2_43920,5865.4,28166.2,Fibroblast,S5P1_2,-4.976111996,7.222380721
S5P2_43921,6086.9,28173.8,Others,S5P1_2,-6.612321484,-2.439655221
